"vidid","adviews"
"VID_14550",418
"VID_4758",67
"VID_6557",23513
"VID_9116",158
"VID_14788",105
"VID_10195",1277
"VID_23618",126
"VID_5136",715
"VID_12134",1121
"VID_17456",1016
"VID_9063",404
"VID_16340",2484
"VID_17438",99
"VID_1902",66856
"VID_14458",999
"VID_17375",565
"VID_10451",443
"VID_7080",468
"VID_3016",1616
"VID_6470",401
"VID_14853",2524
"VID_11188",496
"VID_22628",306
"VID_5270",11
"VID_21273",169
"VID_19242",2203
"VID_9996",422
"VID_17881",598
"VID_13545",7114
"VID_11130",21136
"VID_23259",113
"VID_2417",101
"VID_3411",8
"VID_3485",298
"VID_5738",517
"VID_3521",55
"VID_21357",494
"VID_6801",68270
"VID_10981",20
"VID_19985",302
"VID_22074",1573
"VID_6537",50
"VID_16778",32452
"VID_18279",596
"VID_19019",9405
"VID_11725",130
"VID_21493",403
"VID_3640",196
"VID_18272",2652
"VID_8331",913
"VID_16857",57
"VID_9041",13
"VID_12401",123
"VID_18782",383
"VID_10823",2496
"VID_14699",60
"VID_20306",1337
"VID_5710",8
"VID_8172",2123
"VID_15062",515
"VID_9296",12
"VID_7831",1868
"VID_4970",744
"VID_9255",4208
"VID_23467",898
"VID_16581",583
"VID_12488",676
"VID_4011",22
"VID_3927",17
"VID_5578",974
"VID_23153",2330
"VID_12895",5644
"VID_13203",222
"VID_5749",483
"VID_200",443
"VID_4163",5518
"VID_17426",405
"VID_16544",13
"VID_2305",1564
"VID_553",104
"VID_9506",1549
"VID_6496",7842
"VID_5699",2846
"VID_16734",415
"VID_14600",217
"VID_15112",343
"VID_16954",517
"VID_18478",404
"VID_19389",28
"VID_1348",57794
"VID_1000",51333
"VID_16959",99608
"VID_23681",3185
"VID_14417",584
"VID_10784",800
"VID_8487",778
"VID_17040",849
"VID_16396",263
"VID_15957",10
"VID_22207",1429
"VID_17528",548
"VID_15385",258
"VID_16682",497
"VID_661",134
"VID_13687",144
"VID_1438",477
"VID_13332",45148
"VID_14000",231
"VID_7402",249
"VID_21416",481
"VID_1396",570
"VID_2133",2462
"VID_3603",3428
"VID_10454",558
"VID_491",1413
"VID_4490",61
"VID_15588",582
"VID_13366",785
"VID_8288",2816
"VID_21621",537
"VID_19232",259
"VID_20718",451
"VID_5949",383
"VID_16403",710
"VID_7954",2544
"VID_441",1069
"VID_12114",33
"VID_8224",602
"VID_2998",497
"VID_2676",50887
"VID_678",547
"VID_16659",2931
"VID_1294",68850
"VID_7624",442
"VID_1277",28642
"VID_9726",1136
"VID_13732",2158
"VID_983",17231
"VID_18556",9895
"VID_6037",18
"VID_19550",6230
"VID_7145",460
"VID_8906",7685
"VID_16583",471
"VID_5260",141
"VID_15014",10333
"VID_14318",679
"VID_12522",5941
"VID_5197",16
"VID_22396",1460
"VID_3252",338
"VID_23438",139
"VID_16127",1571
"VID_13860",68179
"VID_13887",481
"VID_4865",88
"VID_15670",10
"VID_7894",173
"VID_18048",63823
"VID_4307",6461
"VID_9349",2852
"VID_16991",399
"VID_17464",938
"VID_9923",3897
"VID_11287",404
"VID_18502",67190
"VID_23104",6375
"VID_13868",44787
"VID_14374",7859
"VID_5205",20
"VID_18728",1588
"VID_23329",7082
"VID_16284",352
"VID_14059",92719
"VID_17475",987
"VID_389",45293
"VID_15706",26
"VID_11844",94
"VID_15446",204
"VID_6039",59
"VID_6987",66
"VID_3855",18
"VID_18012",89463
"VID_21988",206
"VID_19605",3926
"VID_18707",785
"VID_21831",3219
"VID_19381",413
"VID_272",1695
"VID_1906",444
"VID_7930",2196
"VID_2631",482
"VID_14335",499
"VID_19046",562
"VID_9053",404
"VID_15414",110
"VID_10692",164
"VID_2308",1570
"VID_11872",34
"VID_13889",222
"VID_23727",39100
"VID_1251",479
"VID_6245",279
"VID_20914",1860
"VID_6957",2002
"VID_7865",1092
"VID_13304",256
"VID_11512",388
"VID_12553",327
"VID_10134",110
"VID_1632",235
"VID_22907",418
"VID_10816",233
"VID_6698",4526
"VID_19970",109
"VID_8792",224
"VID_2040",5376
"VID_20399",435
"VID_13412",609
"VID_7928",1637
"VID_16061",100
"VID_13418",3875
"VID_19961",937
"VID_11194",289
"VID_4489",264
"VID_3876",43
"VID_12616",171
"VID_11483",535
"VID_9194",7
"VID_7765",329
"VID_18780",239
"VID_1267",72232
"VID_13432",2518
"VID_13302",412
"VID_19884",505
"VID_1695",319
"VID_7157",719
"VID_20876",493
"VID_9035",548
"VID_4313",2053
"VID_12180",2586
"VID_1759",1265
"VID_21186",393
"VID_4989",1111
"VID_17199",24932
"VID_6433",1010
"VID_8740",19
"VID_1647",312
"VID_16427",26109
"VID_5806",479
"VID_12554",611
"VID_15576",227
"VID_20879",3029
"VID_20580",1929
"VID_8624",2526
"VID_15575",6623
"VID_18564",333
"VID_13483",125
"VID_1657",202
"VID_1356",40204
"VID_12108",71078
"VID_6649",5264
"VID_18405",542
"VID_12738",444
"VID_13092",1213
"VID_14201",213
"VID_13706",66210
"VID_213",486
"VID_7224",647
"VID_6884",5024
"VID_9722",2207
"VID_13780",5214
"VID_13828",47211
"VID_2817",692
"VID_11366",29411
"VID_4897",723
"VID_3523",1831
"VID_19135",564
"VID_14543",418
"VID_2061",3551
"VID_754",923
"VID_23602",982
"VID_11632",562
"VID_14440",4938
"VID_22932",34492
"VID_7555",4788
"VID_11213",384
"VID_2675",489
"VID_8293",29
"VID_18726",1250
"VID_17484",52290
"VID_18733",2565
"VID_1059",64817
"VID_9143",640
"VID_14665",2141
"VID_4036",3299
"VID_3285",12
"VID_18901",567
"VID_20737",1017
"VID_944",70638
"VID_20956",1237
"VID_11068",494
"VID_8123",445
"VID_8607",496
"VID_11993",811
"VID_11216",1005
"VID_21786",522
"VID_12321",489
"VID_9374",471
"VID_1873",108
"VID_15341",20889
"VID_1094",19437
"VID_19489",19
"VID_13966",746
"VID_16782",144
"VID_11460",1979
"VID_2282",886
"VID_18812",308
"VID_5238",144
"VID_12704",1776
"VID_20650",1823
"VID_16174",35205
"VID_14138",990
"VID_12719",45902
"VID_10122",1470
"VID_14697",6562
"VID_9677",6342
"VID_22686",773
"VID_227",13
"VID_20507",808
"VID_21682",1172
"VID_18441",278
"VID_997",47823
"VID_12706",455
"VID_6173",76
"VID_21501",568
"VID_2809",478
"VID_569",400
"VID_3634",773
"VID_3499",359
"VID_6096",1160
"VID_14238",152
"VID_19675",2198
"VID_9330",2485
"VID_22198",200
"VID_12804",476
"VID_16080",4
"VID_7748",268
"VID_19263",559
"VID_10277",2922
"VID_20198",1232
"VID_3822",15
"VID_8761",297
"VID_6759",128
"VID_3481",631
"VID_3094",4981
"VID_16566",243
"VID_4441",2466
"VID_3951",5675
"VID_21843",1634
"VID_23364",169
"VID_5251",321
"VID_1948",58813
"VID_3991",210
"VID_7826",1063
"VID_13676",229
"VID_18637",52871
"VID_21061",3483
"VID_6547",16494
"VID_16425",1884
"VID_17266",596
"VID_19690",719
"VID_14158",909
"VID_602",1319
"VID_13360",395
"VID_17387",1113
"VID_4906",305
"VID_22885",3799
"VID_23683",1254
"VID_19725",298
"VID_22041",930
"VID_5019",527
"VID_1377",229
"VID_1679",6872
"VID_9286",418
"VID_19304",67
"VID_666",452
"VID_10349",7
"VID_1774",1677
"VID_12371",600
"VID_4103",14
"VID_6527",317
"VID_11443",113
"VID_15490",4010
"VID_18734",543
"VID_4333",3854
"VID_22923",799
"VID_15571",807
"VID_7233",717
"VID_9733",2207
"VID_4723",40774
"VID_14095",88850
"VID_10131",2338
"VID_4768",15744
"VID_7168",254
"VID_18644",67124
"VID_17176",5939
"VID_16331",15
"VID_9298",131
"VID_13873",52189
"VID_13295",161
"VID_11572",5291
"VID_10995",93671
"VID_20031",1382
"VID_14996",50303
"VID_22893",109
"VID_21296",582
"VID_20277",723
"VID_14778",7309
"VID_383",17366
"VID_5827",50197
"VID_7558",732
"VID_18015",149
"VID_18744",3061
"VID_16266",1752
"VID_17175",8311
"VID_17805",355
"VID_3720",129
"VID_20491",373
"VID_2711",452
"VID_10991",67906
"VID_23563",9156
"VID_353",3320
"VID_23165",472
"VID_7300",20612
"VID_6710",377
"VID_5196",3062
"VID_3730",134
"VID_20785",898
"VID_19781",28
"VID_10146",748
"VID_2518",2014
"VID_840",1969
"VID_4430",497
"VID_16996",18240
"VID_22936",907
"VID_22504",655
"VID_3750",3828
"VID_3658",2472
"VID_22971",732
"VID_15236",2284
"VID_22486",489
"VID_13954",271
"VID_8058",65
"VID_663",1125
"VID_3814",504
"VID_9198",31
"VID_19863",638
"VID_13398",447
"VID_17862",1695
"VID_7718",2363
"VID_15516",194
"VID_2296",1739
"VID_22055",266
"VID_22459",378
"VID_16854",159
"VID_8197",33984
"VID_21952",2311
"VID_10129",298
"VID_3566",386
"VID_6817",5246
"VID_19260",48
"VID_20553",490
"VID_22496",101
"VID_12450",920
"VID_14239",48108
"VID_16804",123
"VID_6521",42231
"VID_5102",1914
"VID_16722",2287
"VID_18580",21143
"VID_4212",4446
"VID_1783",1388
"VID_12206",490
"VID_21552",443
"VID_6166",710
"VID_22473",281
"VID_10843",523
"VID_7934",3612
"VID_6887",4351
"VID_3994",11
"VID_14111",493
"VID_12425",2334
"VID_2705",18259
"VID_22460",584
"VID_21443",479
"VID_13458",2683
"VID_16706",10
"VID_11203",854
"VID_4415",1993
"VID_14218",629
"VID_19113",471
"VID_19213",147
"VID_19265",363
"VID_2584",498
"VID_5236",14635
"VID_1018",14000
"VID_17894",1459
"VID_9637",2208
"VID_22287",2638
"VID_13596",14710
"VID_6944",1799
"VID_2778",251
"VID_3200",16
"VID_11241",162
"VID_5901",576
"VID_14375",824
"VID_99",164
"VID_2899",794
"VID_10190",1203
"VID_813",1615
"VID_14452",1041
"VID_369",1007
"VID_23168",565
"VID_5106",988
"VID_19011",132
"VID_7298",107
"VID_5681",14
"VID_1855",5560
"VID_21283",2315
"VID_21379",868
"VID_10947",495
"VID_17615",2059
"VID_2087",2115
"VID_5531",22
"VID_22667",355
"VID_1296",45829
"VID_3279",646
"VID_649",600
"VID_18268",542
"VID_19706",2183
"VID_6399",90
"VID_19122",21
"VID_4301",29
"VID_10984",87789
"VID_8325",231
"VID_16691",858
"VID_11882",493
"VID_11982",875
"VID_14176",4147
"VID_3065",325
"VID_22455",2706
"VID_14287",104
"VID_7854",5200
"VID_22763",1310
"VID_4563",142
"VID_15642",100
"VID_21317",611
"VID_18687",661
"VID_18552",18406
"VID_5021",1667
"VID_3375",695
"VID_3817",47
"VID_3366",681
"VID_8419",9
"VID_1735",5552
"VID_1461",536
"VID_2356",151
"VID_16448",6496
"VID_9230",1587
"VID_10289",513
"VID_18175",242
"VID_22061",1409
"VID_1168",87802
"VID_22928",1788
"VID_11744",310
"VID_11047",528
"VID_13591",409
"VID_14578",142
"VID_22622",390
"VID_7901",1587
"VID_23021",473
"VID_9038",8460
"VID_13750",182
"VID_6280",454
"VID_11461",478
"VID_8873",5108
"VID_18990",45681
"VID_17976",89146
"VID_16955",98085
"VID_1796",888
"VID_20921",598
"VID_1317",42678
"VID_8069",242
"VID_22468",45
"VID_6926",25677
"VID_4722",1308
"VID_9129",4786
"VID_14041",3440
"VID_9932",180
"VID_9659",24891
"VID_15144",334
"VID_1498",67
"VID_16129",1497
"VID_664",308
"VID_17580",488
"VID_21417",42988
"VID_13953",41
"VID_18930",1955
"VID_18139",491
"VID_11415",105
"VID_19396",1075
"VID_16697",281
"VID_16407",8760
"VID_9074",649
"VID_4666",108
"VID_22617",6818
"VID_1842",720
"VID_17391",2470
"VID_2412",166
"VID_20615",300
"VID_14222",162
"VID_9588",2209
"VID_16609",94
"VID_17466",3834
"VID_1888",65253
"VID_461",72
"VID_15015",57887
"VID_8631",712
"VID_14646",4262
"VID_10770",817
"VID_19109",39
"VID_19111",244
"VID_20186",1892
"VID_1192",13883
"VID_11722",470
"VID_17776",502
"VID_7549",384
"VID_15395",195
"VID_13017",720
"VID_16986",386
"VID_14419",1361
"VID_13921",2339
"VID_6609",1042
"VID_12878",13
"VID_10931",20162
"VID_17716",1730
"VID_3255",9
"VID_1506",42587
"VID_14618",739
"VID_9422",41
"VID_7811",491
"VID_6620",42084
"VID_1477",10814
"VID_3248",37
"VID_3529",553
"VID_18772",283
"VID_56",153
"VID_18839",140
"VID_5763",1351
"VID_3368",51
"VID_18344",823
"VID_23011",607
"VID_5937",374
"VID_3841",163
"VID_21398",2815
"VID_8079",287
"VID_15470",6692
"VID_20276",1378
"VID_5461",36
"VID_7124",6477
"VID_5447",151
"VID_1702",665
"VID_14723",880
"VID_14225",226
"VID_16157",434
"VID_7608",361
"VID_3413",11
"VID_10219",12757
"VID_19649",233
"VID_21244",807
"VID_20925",1006
"VID_3686",492
"VID_12169",907
"VID_7490",915
"VID_19356",74
"VID_1329",44468
"VID_1649",407
"VID_10314",49
"VID_13342",2783
"VID_21573",1972
"VID_21226",6284
"VID_18968",105
"VID_18357",1405
"VID_11765",58
"VID_439",640
"VID_23407",96
"VID_5598",521
"VID_23356",3839
"VID_1278",467
"VID_9253",140
"VID_8203",544
"VID_11006",487
"VID_5553",173
"VID_1677",412
"VID_20853",526
"VID_23581",435
"VID_13212",414
"VID_13440",1101
"VID_15448",3
"VID_4967",26
"VID_21754",1231
"VID_680",457
"VID_12637",91
"VID_7914",1411
"VID_12827",783
"VID_122",105
"VID_17314",24
"VID_8713",2045
"VID_15935",4743
"VID_14442",634
"VID_8070",2305
"VID_20403",1013
"VID_17711",28
"VID_11615",62
"VID_15404",22592
"VID_3647",2549
"VID_12405",4677
"VID_772",354
"VID_11452",209
"VID_3410",1292
"VID_7056",64
"VID_20509",565
"VID_11723",1172
"VID_5482",132
"VID_15694",4961
"VID_4324",2744
"VID_1259",41742
"VID_10024",2549
"VID_22382",494
"VID_1073",399
"VID_5434",1143
"VID_14737",139
"VID_8750",7
"VID_15308",2540
"VID_16420",1183
"VID_15045",1100
"VID_20064",2791
"VID_13568",510
"VID_2146",456
"VID_14878",472
"VID_5996",42
"VID_18738",976
"VID_16932",206
"VID_10894",86
"VID_14710",36
"VID_8885",21853
"VID_23004",560
"VID_23219",1536
"VID_22097",5418
"VID_4297",496
"VID_16228",320
"VID_15954",82
"VID_3345",33
"VID_6427",1123
"VID_2718",18360
"VID_6546",19677
"VID_13082",223
"VID_5244",742
"VID_3531",35
"VID_22286",20150
"VID_22485",567
"VID_12333",49090
"VID_10212",10159
"VID_3367",82
"VID_16618",8166
"VID_20425",1818
"VID_15511",149
"VID_15733",5
"VID_4609",1359
"VID_1226",57805
"VID_13888",848
"VID_9222",408
"VID_21581",614
"VID_4465",1614
"VID_5281",2586
"VID_1306",45339
"VID_7739",26
"VID_22195",824
"VID_18924",774
"VID_23513",95
"VID_17401",48
"VID_20646",2244
"VID_11904",2033
"VID_4731",40644
"VID_5672",86
"VID_15911",941
"VID_20319",460
"VID_17444",2212
"VID_18753",637
"VID_7764",169
"VID_15704",583
"VID_11545",116
"VID_19136",2773
"VID_18105",3459
"VID_14067",3075
"VID_20812",2053
"VID_21151",1177
"VID_7982",693
"VID_20546",84
"VID_17720",1905
"VID_16337",5064
"VID_19872",667
"VID_21738",858
"VID_11905",549
"VID_4785",6
"VID_16967",91998
"VID_20054",1032
"VID_23759",607
"VID_5271",2228
"VID_15558",10
"VID_20763",132
"VID_3691",463
"VID_10696",4671
"VID_15281",273
"VID_11521",2384
"VID_11012",398
"VID_21215",205
"VID_14106",27798
"VID_17170",627
"VID_8829",639
"VID_15648",3097
"VID_2503",302
"VID_9609",531
"VID_14786",4937
"VID_1096",45546
"VID_16946",397
"VID_538",366
"VID_21465",506
"VID_2234",1668
"VID_19367",84
"VID_19713",318
"VID_17979",84157
"VID_14645",29175
"VID_13242",4546
"VID_13615",109293
"VID_13195",300
"VID_16686",424
"VID_574",343
"VID_19535",27144
"VID_17822",2682
"VID_9736",2797
"VID_9317",457
"VID_1575",46914
"VID_6226",1003
"VID_21053",1271
"VID_7408",243
"VID_20431",745
"VID_19505",201
"VID_23365",209
"VID_6007",22
"VID_5185",143
"VID_6617",21262
"VID_9082",1056
"VID_14054",65257
"VID_23360",20678
"VID_2442",457
"VID_3786",991
"VID_7466",518
"VID_7153",25912
"VID_19049",2463
"VID_23260",30
"VID_14651",24386
"VID_20422",120
"VID_10825",672
"VID_7545",973
"VID_14348",471
"VID_9713",4279
"VID_1014",25688
"VID_9113",687
"VID_11382",266
"VID_11300",3366
"VID_20932",836
"VID_14436",800
"VID_9301",97
"VID_12523",291
"VID_12643",41118
"VID_12362",865
"VID_15441",444
"VID_9952",816
"VID_21767",870
"VID_12684",1417
"VID_11309",63813
"VID_7834",63
"VID_18002",84402
"VID_9547",842
"VID_16315",2736
"VID_8722",221
"VID_1399",211
"VID_237",958
"VID_18681",51557
"VID_6685",1026
"VID_22705",948
"VID_20836",601
"VID_10891",774
"VID_20804",1581
"VID_13123",1816
"VID_9458",232
"VID_8877",9476
"VID_4443",48
"VID_5448",2384
"VID_488",58
"VID_20620",417
"VID_20039",3447
"VID_13054",1971
"VID_22530",1706
"VID_22322",372
"VID_20887",33963
"VID_6942",2436
"VID_21305",244
"VID_20072",33
"VID_18181",134
"VID_5565",1888
"VID_4061",6394
"VID_19993",62
"VID_7414",341
"VID_17815",8417
"VID_16441",1526
"VID_6144",2335
"VID_21845",400
"VID_2468",1040
"VID_1196",4781
"VID_20487",5680
"VID_21406",883
"VID_4458",1927
"VID_12222",53316
"VID_20587",1032
"VID_21192",2024
"VID_1338",45751
"VID_13631",37837
"VID_425",1623
"VID_23125",2013
"VID_5980",486
"VID_5826",597
"VID_730",185
"VID_20191",712
"VID_9366",578
"VID_3599",526
"VID_7073",41
"VID_13754",3218
"VID_2499",13
"VID_14759",237
"VID_13348",34
"VID_5900",1859
"VID_21942",535
"VID_23612",390
"VID_15321",3039
"VID_16775",12
"VID_8386",6864
"VID_12887",17768
"VID_3074",24
"VID_17009",19101
"VID_18209",12794
"VID_16226",3828
"VID_23615",2039
"VID_3344",9
"VID_13034",1447
"VID_23160",365
"VID_23460",906
"VID_2581",487
"VID_7813",65
"VID_1638",284
"VID_21708",1085
"VID_5991",51
"VID_22675",31596
"VID_20488",34519
"VID_23492",465
"VID_22464",356
"VID_13553",469
"VID_23048",3418
"VID_19463",212
"VID_2955",519
"VID_21189",352
"VID_20777",40525
"VID_15256",1423
"VID_17502",387
"VID_22886",2233
"VID_17133",534
"VID_18620",79565
"VID_10137",11
"VID_13680",223
"VID_10713",2851
"VID_23376",134
"VID_428",355
"VID_14166",267
"VID_17547",456
"VID_2976",209
"VID_11430",1185
"VID_13121",330
"VID_16459",2529
"VID_846",558
"VID_9810",888
"VID_3097",464
"VID_16503",1874
"VID_296",15273
"VID_19267",482
"VID_13080",600
"VID_16247",3308
"VID_1982",294
"VID_22880",747
"VID_14170",308
"VID_10366",41
"VID_3537",59
"VID_21066",1372
"VID_4285",344
"VID_13925",515
"VID_19161",828
"VID_21216",2636
"VID_2226",733
"VID_5101",2593
"VID_22215",1523
"VID_4278",18
"VID_19545",134
"VID_16699",229
"VID_7728",4335
"VID_13946",197
"VID_22301",20119
"VID_490",257
"VID_14579",2712
"VID_22276",8
"VID_12740",486
"VID_2319",666
"VID_9097",139
"VID_15646",9867
"VID_3981",779
"VID_12145",407
"VID_15834",30
"VID_16160",1783
"VID_1083",494
"VID_10805",478
"VID_3699",299
"VID_21514",291
"VID_1673",2456
"VID_15239",496
"VID_898",3169
"VID_11335",3680
"VID_4501",981
"VID_22358",520
"VID_7092",964
"VID_19699",248
"VID_16150",5183
"VID_16870",220
"VID_15804",1472
"VID_11147",661
"VID_6581",52426
"VID_11927",471
"VID_12471",735
"VID_16703",399
"VID_12913",471
"VID_7482",849
"VID_3979",101
"VID_7010",8
"VID_5822",14522
"VID_22298",3559
"VID_6753",1600
"VID_12787",574
"VID_11162",628
"VID_18497",47029
"VID_76",243
"VID_18190",89
"VID_11843",647
"VID_4089",275
"VID_20298",521
"VID_9557",1549
"VID_9380",668
"VID_18153",861
"VID_18060",49937
"VID_20324",1401
"VID_11513",921
"VID_17896",471
"VID_16060",357
"VID_15066",12111
"VID_4762",2186
"VID_23414",345
"VID_13269",865
"VID_4876",546
"VID_8111",255
"VID_2593",507
"VID_21549",329
"VID_6237",6
"VID_22122",189
"VID_6481",165
"VID_12717",68386
"VID_20370",640
"VID_14515",3358
"VID_11481",419
"VID_10769",175
"VID_18296",50
"VID_7639",6658
"VID_18195",230
"VID_20891",247
"VID_19939",1179
"VID_19388",142
"VID_20066",1160
"VID_7083",2920
"VID_12868",207
"VID_16004",2397
"VID_7698",524
"VID_18053",576
"VID_9985",301
"VID_3109",558
"VID_7784",783
"VID_16888",394
"VID_15320",274
"VID_6762",228
"VID_13485",260
"VID_20969",1045
"VID_1615",24493
"VID_13077",1612
"VID_2223",219
"VID_19576",112
"VID_211",129
"VID_14157",8052
"VID_16361",7139
"VID_3278",51
"VID_20965",142
"VID_14397",648
"VID_9552",1337
"VID_14588",1946
"VID_15007",403
"VID_11202",344
"VID_11824",561
"VID_2490",161
"VID_7575",33005
"VID_11142",71113
"VID_9984",314
"VID_3583",1284
"VID_14594",1845
"VID_12231",6746
"VID_21257",361
"VID_3275",8
"VID_7081",2445
"VID_13830",66859
"VID_9356",1351
"VID_13975",141
"VID_2100",642
"VID_3260",143
"VID_20059",184
"VID_5915",2959
"VID_7280",790
"VID_8813",3022
"VID_4095",21
"VID_15505",474
"VID_12419",36
"VID_2937",1239
"VID_9231",3981
"VID_21270",306
"VID_17847",404
"VID_11237",23656
"VID_4634",197
"VID_4716",445
"VID_20265",1705
"VID_18316",553
"VID_10138",29
"VID_4990",335
"VID_246",765
"VID_6841",44284
"VID_17749",351
"VID_8136",600
"VID_3815",2690
"VID_17244",1375
"VID_8194",27
"VID_21265",432
"VID_19952",39
"VID_3483",39
"VID_11010",511
"VID_16542",4176
"VID_12196",315
"VID_20150",872
"VID_652",551
"VID_18816",339
"VID_11495",1833
"VID_20420",47
"VID_1035",5296
"VID_4240",108
"VID_12148",523
"VID_2059",3671
"VID_10136",8
"VID_19726",924
"VID_15530",181
"VID_10512",76
"VID_23099",475
"VID_18818",194
"VID_18846",596
"VID_4056",1015
"VID_7349",397
"VID_6296",19
"VID_22618",196
"VID_5725",5217
"VID_2582",375
"VID_23619",3594
"VID_10774",613
"VID_1380",1802
"VID_5879",30067
"VID_14235",54831
"VID_17019",19348
"VID_13630",3552
"VID_2081",103
"VID_18764",673
"VID_13779",694
"VID_18791",2924
"VID_7140",1422
"VID_23074",352
"VID_13977",1987
"VID_522",695
"VID_20567",2863
"VID_18521",64711
"VID_12121",11636
"VID_4090",4455
"VID_8664",3855
"VID_12236",474
"VID_16548",55
"VID_20239",17807
"VID_20147",2854
"VID_20823",675
"VID_19629",6294
"VID_3159",90
"VID_4388",395
"VID_5729",1805
"VID_16729",1211
"VID_10898",270
"VID_15117",250
"VID_2008",521
"VID_1992",487
"VID_20369",1564
"VID_16922",810
"VID_19905",580
"VID_21924",426
"VID_1248",281
"VID_21766",524
"VID_5247",4432
"VID_18615",332
"VID_2267",489
"VID_17316",133
"VID_11279",508
"VID_5552",131
"VID_22352",860
"VID_15074",5111
"VID_15181",235
"VID_21556",17374
"VID_2767",306
"VID_8827",2106
"VID_1268",75480
"VID_20506",1321
"VID_5204",638
"VID_15122",6125
"VID_21234",24606
"VID_21772",65239
"VID_20282",546
"VID_21958",504
"VID_4481",522
"VID_10596",2368
"VID_18797",1459
"VID_4060",3929
"VID_13312",11
"VID_4275",30
"VID_1473",4861
"VID_12854",16
"VID_2628",553
"VID_8516",693
"VID_14619",1352
"VID_19598",14
"VID_20689",908
"VID_20901",34644
"VID_13305",345
"VID_23677",258
"VID_16068",402
"VID_17820",111
"VID_6711",1077
"VID_12008",430
"VID_7139",3623
"VID_22612",562
"VID_6600",2106
"VID_2734",548
"VID_11114",42322
"VID_15928",12
"VID_3784",3916
"VID_23266",434
"VID_23458",70
"VID_17606",1240
"VID_14718",375
"VID_1548",217
"VID_7231",1062
"VID_801",6185
"VID_13712",293
"VID_10166",5327
"VID_5659",42
"VID_1184",89464
"VID_15420",222
"VID_18814",664
"VID_10531",596
"VID_1552",43633
"VID_16661",2053
"VID_11815",360
"VID_16106",121
"VID_10096",4246
"VID_13800",82
"VID_20971",409
"VID_3761",17
"VID_17833",316
"VID_23359",336
"VID_17046",17319
"VID_13663",2582
"VID_20421",1717
"VID_21232",607
"VID_22033",4089
"VID_23156",50147
"VID_16525",1145
"VID_12507",1227
"VID_8100",1815
"VID_11008",75397
"VID_6241",436
"VID_3009",2227
"VID_19559",474
"VID_16197",260
"VID_8132",351
"VID_13790",126
"VID_18140",8494
"VID_816",851
"VID_16603",12
"VID_18097",2648
"VID_8742",158
"VID_19665",26272
"VID_17140",67358
"VID_20124",546
"VID_16535",4
"VID_5137",882
"VID_14719",263
"VID_13884",285
"VID_3249",943
"VID_18283",4891
"VID_16543",33
"VID_18133",3760
"VID_23731",45454
"VID_11867",483
"VID_23734",71714
"VID_10502",131
"VID_23101",1234
"VID_13526",32725
"VID_22440",2195
"VID_542",69
"VID_19625",353
"VID_11584",496
"VID_12516",6626
"VID_667",15
"VID_18563",649
"VID_5462",41
"VID_12155",6161
"VID_15969",11
"VID_16141",466
"VID_7431",298
"VID_6528",27449
"VID_4795",31
"VID_6677",846
"VID_21733",4280
"VID_22128",2289
"VID_10638",1357
"VID_19603",152
"VID_2171",2890
"VID_16181",29
"VID_18102",33673
"VID_22722",463
"VID_21248",1389
"VID_15421",21474
"VID_16412",909
"VID_11403",15248
"VID_3492",148
"VID_23244",129
"VID_9580",1519
"VID_19934",2269
"VID_23452",1569
"VID_19378",196
"VID_3257",285
"VID_14547",138
"VID_11926",6043
"VID_22031",1711
"VID_2878",1167
"VID_11072",484
"VID_19910",353
"VID_14655",309
"VID_18920",671
"VID_749",75
"VID_7892",84
"VID_17249",94
"VID_14434",1865
"VID_17361",5657
"VID_20118",1209
"VID_3246",31
"VID_17983",12649
"VID_19052",1032
"VID_817",494
"VID_4969",35
"VID_16136",440
"VID_10245",1519
"VID_17106",2259
"VID_11803",2544
"VID_22896",475
"VID_1749",238
"VID_10732",809
"VID_20461",509
"VID_9295",3
"VID_13024",2486
"VID_19735",555
"VID_2416",146
"VID_11799",21070
"VID_1626",20910
"VID_14902",14
"VID_326",189
"VID_14288",68549
"VID_15337",147
"VID_2436",163
"VID_20962",1562
"VID_21022",2664
"VID_8357",98
"VID_912",1890
"VID_19802",689
"VID_5858",126
"VID_868",5087
"VID_2938",2683
"VID_7205",27529
"VID_13328",4235
"VID_17349",1746
"VID_3587",3825
"VID_9761",1550
"VID_22986",37465
"VID_22640",750
"VID_123",1922
"VID_11768",314
"VID_9948",740
"VID_23191",9
"VID_23115",19396
"VID_23302",70
"VID_10448",418
"VID_3547",8
"VID_5173",3241
"VID_11425",44
"VID_22512",227
"VID_13801",29
"VID_7216",1525
"VID_1459",7258
"VID_768",508
"VID_7874",23
"VID_17411",227
"VID_5338",31
"VID_13093",920
"VID_3562",45
"VID_20725",552
"VID_11275",223
"VID_13931",243
"VID_20614",259
"VID_9151",818
"VID_21787",66
"VID_8709",668
"VID_23579",8258
"VID_17814",1439
"VID_17607",444
"VID_4756",368
"VID_8258",40
"VID_21081",29841
"VID_8426",108830
"VID_1191",92290
"VID_8169",6
"VID_17104",40630
"VID_17947",71965
"VID_8778",121
"VID_8824",27
"VID_20521",3255
"VID_20565",243
"VID_2345",10
"VID_11351",19
"VID_19674",928
"VID_17380",2385
"VID_20501",11
"VID_10078",21
"VID_17268",778
"VID_11963",2222
"VID_7177",16
"VID_12440",988
"VID_14091",1455
"VID_5145",2354
"VID_10483",17723
"VID_1378",116
"VID_3427",1109
"VID_15335",358
